36,7
36,12
36,15
36,17
36,31
37,4
37,36
37,14
37,18
37,31
38,4
38,36
38,16
38,18
38,31
39,5
39,10
39,16
39,20
39,25
40,1
40,12
40,14
40,22
40,25
41,8
41,13
41,15
41,19
41,31
42,3
42,36
42,15
42,18
42,31
43,6
43,11
43,16
43,20
43,31
44,6
44,36
44,15
44,17
44,28
45,1
45,10
45,15
45,19
45,25
46,6
46,12
46,16
46,22
46,28
47,2
47,11
47,15
47,18
47,28
48,7
48,11
48,16
48,18
48,25
49,7
49,10
49,16
49,22
49,28
50,5
50,36
50,16
50,22
50,25
51,1
51,36
51,15
51,20
51,31
52,2
52,12
52,14
52,18
52,31
53,3
53,12
53,16
53,19
53,25
54,8
54,36
54,15
54,22
54,31
55,1
55,13
55,14
55,19
55,28
56,3
56,12
56,16
56,17
56,25
57,6
57,11
57,14
57,19
57,31
58,4
58,36
58,14
58,19
58,28
59,7
59,12
59,16
59,22
59,31
60,1
60,10
60,14
60,19
60,25
61,1
61,13
61,16
61,20
61,31
62,3
62,36
62,14
62,17
62,25
63,2
63,13
63,14
63,19
63,25
64,8
64,11
64,14
64,18
64,31
65,1
65,13
65,14
65,20
65,31
66,8
66,13
66,14
66,22
66,25
67,4
67,11
67,16
67,21
67,25
68,2
68,36
68,15
68,18
68,31
69,2
69,10
69,14
69,22
69,31
70,1
70,13
70,14
70,17
70,28
71,2
71,13
71,15
71,18
71,28
72,8
72,11
72,16
72,20
72,28
73,8
73,36
73,16
73,21
73,25
74,7
74,12
74,15
74,22
74,28
75,8
75,12
75,14
75,22
75,25
76,2
76,11
76,15
76,17
76,25
77,4
77,11
77,16
77,17
77,31
78,8
78,11
78,14
78,20
78,25
79,4
79,36
79,14
79,17
79,28
80,4
80,11
80,16
80,19
80,31
81,6
81,10
81,15
81,20
81,28
82,7
82,12
82,14
82,18
82,31
83,7
83,12
83,16
83,22
83,25
84,4
84,11
84,16
84,21
84,31
85,5
85,12
85,14
85,20
85,25
86,6
86,10
86,14
86,20
86,25
87,8
87,36
87,14
87,19
87,25
88,6
88,11
88,14
88,21
88,31
89,1
89,12
89,16
89,19
89,25
90,7
90,13
90,14
90,20
90,31
91,2
91,36
91,14
91,19
91,28
92,3
92,11
92,14
92,21
92,25
93,2
93,11
93,15
93,22
93,31
94,5
94,36
94,14
94,20
94,25
95,2
95,11
95,16
95,19
95,28
96,4
96,10
96,14
96,19
96,25
97,3
97,10
97,15
97,21
97,31
98,7
98,12
98,14
98,17
98,25
99,6
99,10
99,16
99,20
99,25
100,7
100,10
100,15
100,18
100,31
101,8
101,13
101,14
101,17
101,25
102,1
102,12
102,15
102,18
102,25
103,7
103,10
103,16
103,22
103,25
104,8
104,13
104,16
104,19
104,25
105,7
105,13
105,14
105,22
105,25
106,3
106,13
106,16
106,21
106,28
107,2
107,36
107,15
107,19
107,31
108,8
108,13
108,16
108,18
108,28
109,8
109,11
109,16
109,22
109,28
110,6
110,11
110,14
110,21
110,31
111,8
111,10
111,15
111,20
111,28
112,4
112,12
112,15
112,21
112,25
113,8
113,10
113,14
113,18
113,28
114,6
114,10
114,15
114,17
114,28
115,7
115,12
115,15
115,22
115,31
116,7
116,11
116,14
116,19
116,25
117,7
117,13
117,15
117,18
117,25
118,6
118,10
118,14
118,19
118,31
119,6
119,11
119,14
119,21
119,25
120,8
120,10
120,16
120,21
120,28
121,4
121,11
121,14
121,19
121,28
122,1
122,10
122,16
122,22
122,25
123,8
123,12
123,14
123,17
123,28
124,6
124,10
124,15
124,18
124,25
125,8
125,13
125,15
125,18
125,25
126,4
126,13
126,14
126,21
126,28
127,1
127,11
127,16
127,20
127,31
128,8
128,11
128,16
128,18
128,28
129,4
129,13
129,16
129,21
129,28
130,6
130,12
130,15
130,18
130,28
131,7
131,36
131,14
131,19
131,25
132,3
132,10
132,14
132,21
132,25
133,3
133,12
133,14
133,19
133,31
134,8
134,10
134,14
134,21
134,28
135,8
135,36
135,15
135,20
135,25
136,8
136,12
136,15
136,21
136,31
137,5
137,12
137,14
137,21
137,31
138,4
138,10
138,14
138,22
138,28
139,1
139,12
139,15
139,22
139,25
140,6
140,13
140,15
140,21
140,31
141,7
141,10
141,15
141,20
141,31
142,5
142,11
142,15
142,18
142,31
143,6
143,13
143,14
143,19
143,31
144,8
144,10
144,15
144,17
144,31
145,3
145,36
145,14
145,19
145,25
146,3
146,12
146,15
146,19
146,25
147,7
147,11
147,15
147,17
147,28
148,8
148,13
148,16
148,19
148,25
149,2
149,13
149,14
149,17
149,31
150,5
150,12
150,15
150,19
150,25
151,7
151,11
151,16
151,22
151,25
152,6
152,13
152,15
152,21
152,31
153,3
153,12
153,15
153,19
153,25
154,6
154,12
154,14
154,22
154,31
155,4
155,36
155,14
155,22
155,28
156,4
156,36
156,15
156,21
156,28
157,7
157,10
157,16
157,21
157,25
158,3
158,11
158,16
158,17
158,31
159,1
159,13
159,15
159,22
159,28
160,3
160,12
160,16
160,18
160,28
161,5
161,12
161,16
161,22
161,25
162,8
162,36
162,15
162,20
162,25
163,8
163,13
163,15
163,21
163,28
164,3
164,12
164,16
164,18
164,31
165,6
165,11
165,14
165,21
165,25
166,8
166,36
166,15
166,20
166,28
167,2
167,10
167,15
167,21
167,25
168,6
168,10
168,16
168,20
168,25
169,8
169,11
169,15
169,18
169,28
170,3
170,12
170,15
170,20
170,31
171,5
171,36
171,14
171,19
171,25
172,8
172,36
172,16
172,22
172,28
173,6
173,36
173,16
173,21
173,25
174,3
174,12
174,16
174,20
174,25
175,4
175,36
175,15
175,19
175,28
176,7
176,10
176,15
176,22
176,28
177,1
177,12
177,14
177,22
177,31
178,1
178,12
178,14
178,18
178,31
179,8
179,10
179,15
179,17
179,28
180,2
180,12
180,15
180,21
180,28
181,2
181,11
181,16
181,22
181,25
182,5
182,10
182,15
182,21
182,25
183,8
183,10
183,16
183,21
183,31
184,5
184,10
184,16
184,21
184,31
185,3
185,12
185,16
185,20
185,28
186,5
186,36
186,14
186,21
186,25
187,5
187,11
187,16
187,17
187,31
188,6
188,12
188,14
188,17
188,25
189,7
189,36
189,15
189,22
189,31
190,5
190,12
190,15
190,21
190,28
191,7
191,11
191,15
191,21
191,25
192,2
192,12
192,15
192,18
192,28
193,6
193,10
193,14
193,18
193,28
194,7
194,13
194,15
194,19
194,28
195,5
195,13
195,15
195,18
195,28
196,8
196,10
196,14
196,18
196,25
197,2
197,36
197,14
197,22
197,31
198,7
198,10
198,15
198,19
198,31
199,2
199,12
199,14
199,18
199,28
200,8
200,36
200,14
200,18
200,25
201,8
201,11
201,14
201,21
201,31
202,3
202,11
202,16
202,17
202,28
203,1
203,36
203,14
203,17
203,31
204,7
204,13
204,16
204,17
204,31
205,8
205,13
205,14
205,20
205,25
206,7
206,10
206,15
206,19
206,28
207,7
207,10
207,14
207,19
207,25
208,3
208,11
208,14
208,17
208,28
209,4
209,13
209,14
209,18
209,28
210,3
210,13
210,15
210,21
210,25
211,8
211,10
211,15
211,17
211,31
212,6
212,10
212,16
212,21
212,28
213,3
213,13
213,15
213,18
213,31
214,1
214,10
214,16
214,22
214,25
215,3
215,11
215,14
215,19
215,31
216,1
216,10
216,16
216,18
216,25
217,8
217,12
217,14
217,18
217,31
218,2
218,11
218,15
218,20
218,31
219,3
219,13
219,14
219,22
219,31
220,2
220,36
220,15
220,17
220,31
221,5
221,12
221,15
221,17
221,25
222,6
222,10
222,15
222,21
222,25
223,4
223,36
223,14
223,19
223,31
224,4
224,11
224,15
224,17
224,25
225,4
225,10
225,16
225,18
225,25
226,5
226,10
226,15
226,17
226,25
227,5
227,36
227,14
227,22
227,25
228,7
228,13
228,14
228,19
228,31
229,8
229,36
229,15
229,19
229,31
230,1
230,11
230,16
230,19
230,31
231,7
231,13
231,15
231,22
231,25
232,4
232,13
232,16
232,19
232,28
233,2
233,36
233,15
233,18
233,25
234,4
234,36
234,14
234,18
234,25
235,7
235,13
235,14
235,22
235,28
236,8
236,11
236,15
236,21
236,28
237,1
237,11
237,14
237,19
237,31
238,2
238,10
238,15
238,22
238,25
239,6
239,12
239,15
239,19
239,28
240,7
240,10
240,16
240,21
240,28
241,1
241,13
241,14
241,21
241,25
242,6
242,36
242,14
242,21
242,31
243,5
243,12
243,14
243,17
243,28
244,1
244,36
244,15
244,22
244,28
245,4
245,12
245,14
245,19
245,28
246,4
246,13
246,16
246,20
246,31
247,7
247,12
247,16
247,18
247,31
248,5
248,11
248,16
248,17
248,25
249,3
249,13
249,15
249,21
249,28
250,3
250,10
250,14
250,19
250,28
251,7
251,11
251,16
251,17
251,28
252,5
252,10
252,14
252,22
252,25
253,3
253,11
253,14
253,19
253,28
254,1
254,13
254,14
254,17
254,25
255,5
255,11
255,16
255,22
255,31
256,1
256,10
256,14
256,20
256,28
257,4
257,36
257,15
257,22
257,28
258,3
258,11
258,15
258,19
258,25
259,8
259,36
259,16
259,20
259,25
260,2
260,12
260,14
260,19
260,31
261,6
261,36
261,14
261,18
261,25
262,6
262,11
262,15
262,22
262,28
263,6
263,36
263,14
263,20
263,25
264,1
264,12
264,16
264,20
264,28
265,7
265,12
265,15
265,22
265,31
266,5
266,10
266,16
266,19
266,25
267,5
267,11
267,14
267,19
267,28
268,6
268,36
268,15
268,21
268,25
269,4
269,13
269,16
269,20
269,31
270,2
270,10
270,14
270,22
270,28
271,7
271,36
271,15
271,22
271,25
272,1
272,13
272,15
272,17
272,31
273,6
273,11
273,15
273,20
273,28
274,4
274,10
274,15
274,18
274,25
275,7
275,10
275,14
275,19
275,31
276,8
276,10
276,15
276,21
276,31
277,7
277,11
277,15
277,19
277,31
278,5
278,13
278,15
278,18
278,25
279,3
279,12
279,14
279,22
279,25
280,8
280,11
280,14
280,20
280,28
281,7
281,10
281,16
281,19
281,31
282,7
282,10
282,15
282,20
282,25
283,6
283,12
283,15
283,18
283,28
284,6
284,12
284,14
284,19
284,28
285,6
285,10
285,16
285,17
285,25
286,5
286,13
286,14
286,21
286,31
287,1
287,11
287,14
287,19
287,31
288,4
288,11
288,14
288,20
288,25
289,3
289,10
289,15
289,21
289,28
290,2
290,36
290,14
290,19
290,28
291,2
291,36
291,14
291,19
291,25
292,2
292,12
292,14
292,18
292,28
293,5
293,10
293,16
293,22
293,25
294,2
294,10
294,16
294,19
294,31
295,4
295,36
295,15
295,17
295,25
296,4
296,11
296,16
296,22
296,31
297,4
297,12
297,14
297,21
297,25
298,6
298,13
298,14
298,21
298,28
299,1
299,10
299,14
299,21
299,28
300,3
300,13
300,14
300,21
300,25
301,4
301,36
301,14
301,18
301,28
302,8
302,12
302,14
302,20
302,28
303,4
303,11
303,14
303,21
303,31
304,3
304,13
304,15
304,19
304,28
305,2
305,10
305,14
305,20
305,28
306,1
306,12
306,16
306,22
306,25
307,8
307,11
307,15
307,17
307,28
308,3
308,11
308,15
308,17
308,28
309,5
309,36
309,15
309,21
309,28
310,3
310,11
310,14
310,21
310,31
311,6
311,11
311,15
311,22
311,28
312,3
312,13
312,16
312,22
312,28
313,5
313,36
313,15
313,22
313,31
314,5
314,11
314,15
314,21
314,31
315,8
315,10
315,15
315,22
315,25
316,2
316,10
316,16
316,17
316,28
317,3
317,10
317,15
317,19
317,25
318,1
318,36
318,14
318,22
318,28
319,7
319,13
319,15
319,17
319,31
320,8
320,13
320,14
320,20
320,25
321,7
321,36
321,14
321,22
321,28
322,6
322,13
322,16
322,17
322,25
323,7
323,10
323,14
323,19
323,28
324,7
324,36
324,15
324,22
324,28
325,2
325,36
325,14
325,18
325,25
326,4
326,36
326,16
326,21
326,28
327,8
327,12
327,14
327,19
327,28
328,6
328,13
328,15
328,18
328,31
329,5
329,11
329,15
329,21
329,25
330,7
330,36
330,15
330,21
330,31
331,2
331,36
331,16
331,22
331,31
332,3
332,12
332,15
332,18
332,28
333,1
333,13
333,15
333,21
333,25
334,3
334,13
334,14
334,19
334,25
335,5
335,13
335,15
335,17
335,28
336,2
336,36
336,16
336,18
336,25
337,6
337,10
337,14
337,18
337,25
338,1
338,11
338,14
338,22
338,25
339,6
339,13
339,14
339,21
339,25
340,8
340,36
340,14
340,22
340,25
341,3
341,10
341,15
341,21
341,31
342,1
342,12
342,16
342,20
342,28
343,1
343,36
343,15
343,21
343,25
344,5
344,12
344,16
344,21
344,25
345,8
345,36
345,16
345,21
345,31
346,6
346,36
346,16
346,18
346,31
347,6
347,11
347,15
347,21
347,28
348,7
348,13
348,16
348,21
348,28
349,8
349,12
349,16
349,21
349,31
350,1
350,11
350,15
350,18
350,31
351,3
351,10
351,16
351,18
351,31
352,3
352,12
352,15
352,18
352,28
353,4
353,36
353,15
353,20
353,28
354,1
354,36
354,15
354,22
354,31
355,2
355,10
355,15
355,18
355,25
356,3
356,13
356,16
356,20
356,25
357,3
357,13
357,16
357,18
357,31
358,5
358,11
358,15
358,20
358,31
359,2
359,36
359,16
359,19
359,28
360,4
360,13
360,16
360,18
360,25
361,1
361,10
361,14
361,21
361,28
362,2
362,10
362,16
362,19
362,25
363,3
363,12
363,16
363,19
363,31
364,5
364,12
364,15
364,18
364,25
365,6
365,12
365,16
365,19
365,25
366,5
366,36
366,16
366,22
366,25
367,3
367,11
367,16
367,20
367,25
368,8
368,10
368,14
368,20
368,28
369,2
369,12
369,15
369,21
369,31
370,1
370,36
370,16
370,19
370,25
371,6
371,11
371,16
371,17
371,25
372,2
372,12
372,15
372,18
372,28
373,4
373,11
373,15
373,18
373,25
374,2
374,36
374,16
374,18
374,28
375,2
375,12
375,15
375,19
375,31
376,2
376,11
376,14
376,20
376,31
377,6
377,13
377,14
377,21
377,25
378,8
378,13
378,16
378,21
378,25
379,2
379,12
379,16
379,18
379,31
380,8
380,36
380,16
380,22
380,28
381,2
381,36
381,16
381,18
381,28
382,2
382,11
382,14
382,20
382,25
383,4
383,10
383,16
383,19
383,25
384,6
384,13
384,15
384,22
384,28
385,2
385,13
385,14
385,19
385,28
386,5
386,36
386,15
386,17
386,31
387,1
387,36
387,14
387,17
387,31
388,6
388,36
388,14
388,17
388,28
389,1
389,36
389,16
389,20
389,31
390,8
390,12
390,14
390,22
390,28
391,1
391,10
391,14
391,22
391,25
392,5
392,13
392,16
392,21
392,28
393,2
393,10
393,16
393,17
393,31
394,5
394,11
394,15
394,20
394,31
395,1
395,10
395,16
395,19
395,28
396,5
396,13
396,16
396,17
396,25
397,7
397,13
397,15
397,20
397,31
398,6
398,36
398,15
398,22
398,25
399,6
399,13
399,14
399,17
399,25
400,7
400,12
400,14
400,22
400,25
401,2
401,13
401,14
401,17
401,28
402,1
402,12
402,15
402,22
402,25
403,7
403,10
403,15
403,19
403,31
404,6
404,11
404,16
404,21
404,25
405,1
405,10
405,15
405,18
405,31
406,2
406,13
406,14
406,20
406,28
407,8
407,10
407,15
407,18
407,31
408,7
408,10
408,15
408,21
408,31
409,5
409,36
409,14
409,21
409,31
410,2
410,12
410,14
410,20
410,25
411,7
411,11
411,14
411,18
411,25
412,8
412,36
412,15
412,22
412,31
413,5
413,11
413,16
413,20
413,28
414,6
414,13
414,14
414,22
414,31
415,2
415,13
415,14
415,22
415,28
416,6
416,10
416,16
416,20
416,31
417,2
417,11
417,15
417,18
417,28
418,1
418,36
418,14
418,22
418,31
419,5
419,13
419,16
419,20
419,28
420,5
420,10
420,14
420,20
420,31
421,6
421,13
421,15
421,21
421,25
422,7
422,10
422,16
422,20
422,31
423,7
423,12
423,15
423,17
423,28
424,2
424,36
424,15
424,20
424,31
425,4
425,12
425,15
425,21
425,28
426,8
426,10
426,15
426,20
426,25
427,2
427,12
427,16
427,19
427,25
428,1
428,12
428,14
428,20
428,25
429,4
429,13
429,16
429,21
429,28
430,1
430,13
430,15
430,22
430,31
431,5
431,13
431,16
431,21
431,31
432,8
432,11
432,16
432,21
432,28
433,8
433,12
433,16
433,22
433,28
434,6
434,10
434,14
434,21
434,28
435,1
435,13
435,16
435,18
435,28
436,7
436,13
436,16
436,22
436,25
437,5
437,36
437,14
437,18
437,28
438,3
438,11
438,14
438,19
438,25
439,7
439,36
439,14
439,19
439,28
440,1
440,12
440,15
440,22
440,28
441,1
441,10
441,14
441,19
441,25
442,8
442,10
442,15
442,18
442,25
443,5
443,11
443,15
443,17
443,25
444,4
444,12
444,16
444,20
444,31
445,2
445,13
445,14
445,21
445,31
446,7
446,36
446,15
446,22
446,28
447,6
447,36
447,14
447,19
447,31
448,5
448,11
448,15
448,18
448,25
449,5
449,10
449,16
449,18
449,28
450,6
450,36
450,15
450,20
450,25
451,6
451,12
451,15
451,21
451,25
452,3
452,10
452,14
452,19
452,31
453,3
453,10
453,14
453,18
453,31
454,8
